StartDate,EndDate,Status,Duplicate?,IP Address Check,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,Q1_1,Q2,Q3,Q4,Q5,Q16,Q7,Q23,Q8,Q30,Q31,Q35,Q23,Q24,Q25,Q26,total_no_tip,total_tip,mTurkCode
2017-03-30 12:38:46,2017-03-30 12:42:00,IP Address,,1,43.252.31.194,100,194,True,2017-03-30 12:42:01,R_2sTK7N0tk3riRQv,,,,,28.466705322266,77.033294677734,anonymous,30,"Spouse / significant other,Colleagues","Main course,Dessert","Wine,Beer or cider",100,,,,,Red or white wine (from the wine list),"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $33",Extremely reasonable,,,,,45,0,36
2017-03-30 12:40:30,2017-03-30 12:42:31,IP Address,,1,71.41.136.212,100,120,True,2017-03-30 12:42:32,R_1ilEKU8Wlv70M3T,,,,,29.507293701172,-98.574699401855,anonymous,2,I eat alone,Main course,Non-alcoholic beverages,17,Bottled water,"Pizza with nettles, red onions, and ricotta: $18",2,Somewhat reasonable,,,,,,,,0,21.44,47
2017-03-30 12:41:54,2017-03-30 12:42:47,IP Address,,1,74.74.116.228,100,53,True,2017-03-30 12:42:48,R_1mJYdFB5kyrq8zp,,,,,42.104507446289,-79.251998901367,anonymous,2,"Spouse / significant other,Family",Main course,Non-alcoholic beverages,15,,,,,Bottled water,"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $33",Somewhat reasonable,,,,,33,0,89
2017-03-30 12:40:34,2017-03-30 12:43:24,IP Address,,1,14.99.31.137,100,169,True,2017-03-30 12:43:24,R_2VRc4PAClYtlGX2,,,,,20,77,anonymous,2,Family,Dessert,Non-alcoholic beverages,200,Bottled water,"Pizza with nettles, red onions, and ricotta: $18",0.74,Extremely reasonable,,,,,,,,0,20.18,26
2017-03-30 12:40:59,2017-03-30 12:43:29,IP Address,,1,49.207.177.93,100,149,True,2017-03-30 12:43:29,R_2EFAtFle3MKCixt,,,,,13.083297729492,80.283294677734,anonymous,12,"Spouse / significant other,I eat alone","Appetizer,Main course,Dessert",Water,3,,,,,Bottled water,"Pizza with nettles, red onions, and ricotta: $23",Extremely reasonable,,,,,23,0,17
2017-03-30 12:44:39,2017-03-30 12:46:46,IP Address,,1,70.196.83.122,100,126,True,2017-03-30 12:46:46,R_3svTW8C204kfdoZ,,,,,30.005004882812,-95.487998962402,anonymous,5,Spouse / significant other,"Appetizer,Main course","Water,Non-alcoholic beverages",40,Bottled water,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $20",5,Somewhat reasonable,,,,,,,,0,26.6,34
2017-03-30 12:45:52,2017-03-30 12:48:09,IP Address,,1,173.28.234.73,100,136,True,2017-03-30 12:48:10,R_BVCEI9sSVHtWBod,,,,,32.481399536133,-84.903297424316,anonymous,4,"Friends,Family",Main course,Water,10,Bottled water,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $16,1,Somewhat unreasonable,,,,,,,,0,18.28,13
2017-03-30 12:47:39,2017-03-30 12:49:47,IP Address,,1,103.46.193.2,100,128,True,2017-03-30 12:49:48,R_6icX6LNAKTh31zX,,,,,28.600006103516,77.200012207031,anonymous,12,Spouse / significant other,"Appetizer,Main course,Dessert","Water,Non-alcoholic beverages,Cocktails / mixed drinks",200,,,,,Signature cocktail,Duck leg braised in the wood oven with Belgian endive and carrot relish: $31,Extremely reasonable,,,,,45,0,72
2017-03-30 12:49:05,2017-03-30 12:49:48,IP Address,,1,206.188.63.183,100,43,True,2017-03-30 12:49:49,R_daIchvTAy3ws6Rz,,,,,47.390899658203,-122.26370239258,anonymous,14,"Friends,Spouse / significant other,I eat alone",Main course,Water,30,,,,,Bottled water,"Pizza with nettles, red onions, and ricotta: $23",Somewhat unreasonable,,,,,23,0,90
2017-03-30 12:50:27,2017-03-30 12:51:13,IP Address,X,2,73.231.141.43,100,45,True,2017-03-30 12:51:13,R_3paIPRXgsuX1f2i,,,,,37.236206054688,-121.82890319824,anonymous,6,Spouse / significant other,Main course,Cocktails / mixed drinks,25,Signature cocktail,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $20",6,Somewhat unreasonable,,,,,,,,0,40.56,71
2017-03-30 12:50:07,2017-03-30 12:51:27,IP Address,,1,204.195.5.31,100,80,True,2017-03-30 12:51:28,R_PNzOR0qR69mFwwp,,,,,47.99609375,-123.25189971924,anonymous,4,"Friends,Spouse / significant other","Main course,Dessert","Wine,Beer or cider,Cocktails / mixed drinks",30,,,,,One of our 5 national brand beers,"Pizza with nettles, red onions, and ricotta: $23",Somewhat reasonable,,,,,30,0,29
2017-03-30 12:49:02,2017-03-30 12:52:23,IP Address,,1,90.116.110.79,100,200,True,2017-03-30 12:52:24,R_T5zQCpTbFgiEUIF,,,,,43.703094482422,7.2660980224609,anonymous,12,"Friends,Colleagues,Family",Main course,"Water,Wine,Cocktails / mixed drinks",30,One of our 5 national brand beers,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $20",3,Somewhat reasonable,,,,,,,,0,31.08,25
2017-03-30 12:51:49,2017-03-30 12:52:35,IP Address,X,2,73.231.141.43,100,45,True,2017-03-30 12:52:35,R_2fy58Sdc6O5cqKf,,,,,37.236206054688,-121.82890319824,anonymous,4,"Spouse / significant other,Family",Main course,Water,20,,,,,Bottled water,"Pizza with nettles, red onions, and ricotta: $23",Somewhat reasonable,,,,,23,0,53
2017-03-30 12:51:30,2017-03-30 12:53:15,IP Address,,1,76.127.153.68,100,104,True,2017-03-30 12:53:15,R_C2h4zE4qALbQ3Bv,,,,,42.883895874023,-70.871696472168,anonymous,5,"Spouse / significant other,Family","Appetizer,Main course","Water,Beer or cider",15,One of our 20 draft craft beers,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $16,5,Extremely reasonable,,,,,,,,0,30.92,75
2017-03-30 12:49:27,2017-03-30 12:55:08,IP Address,,1,200.1.171.150,100,340,True,2017-03-30 12:55:09,R_1kFkKmLLOcyZqtx,,,,,10.5,-66.916702270508,anonymous,6,"Spouse / significant other,Family","Appetizer,Main course,Dessert","Water,Non-alcoholic beverages,Cocktails / mixed drinks",30,One of our 5 national brand beers,"Pizza with nettles, red onions, and ricotta: $18",5,Somewhat reasonable,,,,,,,,0,30.92,46
2017-03-30 12:54:53,2017-03-30 12:56:30,IP Address,,1,73.193.97.218,100,97,True,2017-03-30 12:56:31,R_1CBczZoAtegw30T,,,,,47.672698974609,-122.18730163574,anonymous,3,Family,Main course,Non-alcoholic beverages,25,,,,,Bottled water,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $21,Somewhat reasonable,,,,,21,0,1
2017-03-30 12:55:04,2017-03-30 12:57:37,IP Address,,1,79.126.164.196,100,153,True,2017-03-30 12:57:37,R_3KHKUM89DRyshh5,,,,,41.996505737305,21.431396484375,anonymous,4,Spouse / significant other,"Appetizer,Main course,Dessert",Wine,200,,,,,Red or white wine (from the wine list),"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $33",Extremely reasonable,,,,,45,0,22
2017-03-30 12:56:14,2017-03-30 12:58:15,IP Address,,1,116.202.36.78,100,121,True,2017-03-30 12:58:15,R_2rZ9D2gNkT6EJ4K,,,,,28.570007324219,77.320007324219,anonymous,3,Family,Main course,Cocktails / mixed drinks,25,Signature cocktail,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $20",10,Somewhat unreasonable,,,,,,,,0,44.56,34
2017-03-30 12:58:24,2017-03-30 12:59:51,IP Address,,1,104.138.192.122,100,87,True,2017-03-30 12:59:52,R_3G7e5OSdtFbVoHL,,,,,36.007904052734,-80.369697570801,anonymous,4,"Friends,Spouse / significant other,Family",Main course,"Water,Non-alcoholic beverages",20,Bottled water,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $16,3,Neither reasonable nor unreasonable,,,,,,,,0,20.28,43
2017-03-30 12:58:26,2017-03-30 13:00:07,IP Address,,1,61.5.80.93,100,100,True,2017-03-30 13:00:07,R_3rPpfL9NpmdsD5O,,,,,-6.1743927001953,106.82940673828,anonymous,2,"Spouse / significant other,Family","Appetizer,Main course","Water,Non-alcoholic beverages",15,,,,,Bottled water,"Pizza with nettles, red onions, and ricotta: $23",Neither reasonable nor unreasonable,,,,,23,0,78
2017-03-30 12:59:39,2017-03-30 13:00:17,IP Address,,1,47.147.184.50,100,37,True,2017-03-30 13:00:17,R_TvBvMvdpPClktzP,,,,,33.828704833984,-118.11689758301,anonymous,8,Friends,Main course,Non-alcoholic beverages,15,Bottled water,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $20",3,Somewhat reasonable,,,,,,,,0,24.6,77
2017-03-30 13:01:48,2017-03-30 13:03:57,IP Address,,1,75.73.82.53,100,129,True,2017-03-30 13:03:57,R_2ZWZtx5UFpKSDVW,,,,,44.992294311523,-92.959197998047,anonymous,10,"Friends,I eat alone",Main course,"Water,Non-alcoholic beverages,Cocktails / mixed drinks",35,,,,,One of our 5 national brand beers,"Pizza with nettles, red onions, and ricotta: $23",Somewhat reasonable,,,,,30,0,40
2017-03-30 13:03:43,2017-03-30 13:04:29,IP Address,,1,104.35.28.169,100,46,True,2017-03-30 13:04:30,R_12upbfRZewp7X8b,,,,,34.147598266602,-117.45809936523,anonymous,2,Family,Main course,Water,20,,,,,Bottled water,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $26",Somewhat reasonable,,,,,26,0,73
2017-03-30 13:03:59,2017-03-30 13:05:47,IP Address,,1,209.122.6.77,100,107,True,2017-03-30 13:05:48,R_2Y52xRzdsT6KIEd,,,,,40.645202636719,-75.437400817871,anonymous,10,"Friends,Spouse / significant other","Appetizer,Main course","Water,Non-alcoholic beverages",8,Bottled water,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $16,3,Somewhat reasonable,,,,,,,,0,20.28,16
2017-03-30 13:05:06,2017-03-30 13:08:21,IP Address,,1,14.194.190.192,100,195,True,2017-03-30 13:08:21,R_2CjiwwsIU3mFALp,,,,,12.983306884766,77.583312988281,anonymous,19,"Friends,Spouse / significant other,Colleagues,Family,I eat alone","Appetizer,Main course","Wine,Beer or cider",100,,,,,One of our 20 draft craft beers,"Pizza with nettles, red onions, and ricotta: $23",Extremely reasonable,,,,,32,0,95
2017-03-30 13:07:58,2017-03-30 13:09:23,IP Address,,1,71.63.116.3,100,85,True,2017-03-30 13:09:24,R_1cSUM6kmeDBEzsh,,,,,37.62109375,-77.651496887207,anonymous,2,Family,Main course,Water,16,One of our 5 national brand beers,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $16,6,Somewhat reasonable,,,,,,,,0,29.76,4
2017-03-30 13:08:01,2017-03-30 13:13:16,IP Address,,1,128.104.153.129,100,314,True,2017-03-30 13:13:16,R_7aIVdzm0DKKfGSJ,,,,,43.073104858398,-89.40119934082,anonymous,4,"Friends,Spouse / significant other",Main course,"Water,Beer or cider",20,,,,,One of our 20 draft craft beers,"Pizza with nettles, red onions, and ricotta: $23",Somewhat unreasonable,,,,,32,0,51
2017-03-30 13:13:03,2017-03-30 13:13:20,IP Address,,1,88.105.117.45,100,17,True,2017-03-30 13:13:21,R_1g1QvdCCpBsT1Vn,,,,,53.449996948242,-2.61669921875,anonymous,12,Friends,Appetizer,Non-alcoholic beverages,20,One of our 20 draft craft beers,"Pizza with nettles, red onions, and ricotta: $18",10,Somewhat reasonable,,,,,,,,0,38.08,72
2017-03-30 13:12:28,2017-03-30 13:14:01,IP Address,,1,195.26.22.188,100,93,True,2017-03-30 13:14:02,R_3kGvAxZo9W6dcFg,,,,,51.75,19.466705322266,anonymous,,Spouse / significant other,Main course,"Beer or cider,Cocktails / mixed drinks",20,Signature cocktail,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $20",5,Extremely reasonable,,,,,,,,0,39.56,56
2017-03-30 13:13:55,2017-03-30 13:15:10,IP Address,,1,107.12.237.213,100,74,True,2017-03-30 13:15:10,R_2dW0Uu0EcU8P62C,,,,,34.900802612305,-76.826202392578,anonymous,1,Spouse / significant other,Main course,Water,35,,,,,Bottled water,"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $33",Somewhat reasonable,,,,,33,0,81
2017-03-30 13:15:16,2017-03-30 13:16:19,IP Address,,1,150.212.25.170,100,63,True,2017-03-30 13:16:19,R_0AkG2RLSTehuOrj,,,,,40.43440246582,-80.024803161621,anonymous,4,"Spouse / significant other,Family",Main course,Water,15,,,,,Bottled water,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $26",Neither reasonable nor unreasonable,,,,,26,0,96
2017-03-30 13:14:54,2017-03-30 13:16:29,IP Address,,1,190.166.47.221,100,94,True,2017-03-30 13:16:29,R_1gzj4Mh4U7ZgzGv,,,,,18.466705322266,-69.900001525879,anonymous,2,"Friends,Spouse / significant other","Appetizer,Main course","Beer or cider,Cocktails / mixed drinks",50,One of our 5 national brand beers,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $20",8,Somewhat reasonable,,,,,,,,0,36.08,73
2017-03-30 13:16:45,2017-03-30 13:19:30,IP Address,,1,103.204.45.128,100,165,True,2017-03-30 13:19:31,R_2cbUvXC3tXVK8RQ,,,,,10.992492675781,76.961395263672,anonymous,6,Family,Appetizer,Cocktails / mixed drinks,3,One of our 5 national brand beers,"Pizza with nettles, red onions, and ricotta: $18",10,Extremely reasonable,,,,,,,,0,35.92,95
2017-03-30 13:16:59,2017-03-30 13:20:12,IP Address,,1,74.87.69.34,100,192,True,2017-03-30 13:20:12,R_1Cpiop5YjJYKxxr,,,,,42.973403930664,-88.103103637695,anonymous,11,"Spouse / significant other,Colleagues",Main course,"Water,Non-alcoholic beverages",30,,,,,One of our 20 draft craft beers,"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $33",Somewhat unreasonable,,,,,42,0,33
2017-03-30 13:17:57,2017-03-30 13:20:25,IP Address,,1,184.68.38.110,100,148,True,2017-03-30 13:20:26,R_3hlovMSX0FlbqcY,,,,,53.907806396484,-122.74729919434,anonymous,,"Friends,Spouse / significant other,Family","Appetizer,Main course","Water,Non-alcoholic beverages,Beer or cider,Cocktails / mixed drinks",60,,,,,Signature cocktail,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $26",Extremely reasonable,,,,,40,0,94
2017-03-30 13:21:59,2017-03-30 13:23:02,IP Address,,1,66.87.129.160,100,62,True,2017-03-30 13:23:02,R_2U2SQUvBPUS4VPu,,,,,36.796798706055,-76.176696777344,anonymous,2,Family,Main course,Non-alcoholic beverages,25,One of our 20 draft craft beers,"Pizza with nettles, red onions, and ricotta: $18",2,Neither reasonable nor unreasonable,,,,,,,,0,30.08,43
2017-03-30 13:23:07,2017-03-30 13:23:54,IP Address,,1,206.125.51.130,100,46,True,2017-03-30 13:23:54,R_1gA6QkOcpui8F6W,,,,,39.959701538086,-75.196800231934,anonymous,4,Spouse / significant other,Appetizer,Beer or cider,15,One of our 5 national brand beers,"Pizza with nettles, red onions, and ricotta: $18",5,Somewhat reasonable,,,,,,,,0,30.92,96
2017-03-30 13:22:45,2017-03-30 13:24:42,IP Address,,1,108.72.237.88,100,117,True,2017-03-30 13:24:42,R_2aFat88xXwPmpxt,,,,,41.692504882812,-86.144798278809,anonymous,10,"Friends,Family",Main course,Water,20,,,,,Bottled water,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $26",Extremely reasonable,,,,,26,0,29
2017-03-30 13:24:34,2017-03-30 13:25:01,IP Address,X,11,73.66.219.203,100,27,True,2017-03-30 13:25:02,R_PAr9BRxJXEeN8HL,,,,,37.636901855469,-121.01710510254,anonymous,8,Family,Main course,Beer or cider,20,,,,,One of our 5 national brand beers,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $21,Somewhat reasonable,,,,,28,0,70
2017-03-30 13:23:16,2017-03-30 13:25:59,IP Address,,1,117.249.226.116,100,163,True,2017-03-30 13:26:00,R_2wRAfXE7Yj5hUdf,,,,,11.86669921875,75.365295410156,anonymous,26,"Friends,Spouse / significant other,Colleagues,Family","Appetizer,Dessert","Water,Non-alcoholic beverages,Wine",40,Red or white wine (from the wine list),"Pizza with nettles, red onions, and ricotta: $18",4,Extremely reasonable,,,,,,,,0,35.32,76
2017-03-30 13:25:15,2017-03-30 13:27:24,IP Address,,1,157.51.96.98,100,129,True,2017-03-30 13:27:25,R_1remIQNDvnvfVNo,,,,,20,77,anonymous,5,"Friends,Family","Appetizer,Main course",Non-alcoholic beverages,10,,,,,Bottled water,"Pizza with nettles, red onions, and ricotta: $23",Somewhat unreasonable,,,,,23,0,68
2017-03-30 13:25:59,2017-03-30 13:28:13,IP Address,,1,65.117.180.1,100,133,True,2017-03-30 13:28:13,R_3EMFFqEtTaKKcUn,,,,,28.495895385742,-81.238800048828,anonymous,6,"Spouse / significant other,Family","Main course,Dessert","Water,Non-alcoholic beverages,Wine",12,Bottled water,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $16,3,Somewhat unreasonable,,,,,,,,0,20.28,28
2017-03-30 13:30:54,2017-03-30 13:32:43,IP Address,,1,172.56.28.179,100,109,True,2017-03-30 13:32:43,R_22K4a727rFtnamU,,,,,39.954299926758,-75.165702819824,anonymous,0,"Friends,Colleagues","Appetizer,Main course",Non-alcoholic beverages,26,One of our 5 national brand beers,"Pizza with nettles, red onions, and ricotta: $18",5.2,Somewhat unreasonable,,,,,,,,0,31.12,23
2017-03-30 13:31:13,2017-03-30 13:32:45,IP Address,,1,157.51.27.26,100,91,True,2017-03-30 13:32:45,R_1jpkWeyU31STeNH,,,,,13.083297729492,80.283294677734,anonymous,4,Family,Main course,Non-alcoholic beverages,200,,,,,Bottled water,"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $33",Extremely reasonable,,,,,33,0,99
2017-03-30 13:32:20,2017-03-30 13:33:39,IP Address,,1,173.48.65.152,100,78,True,2017-03-30 13:33:40,R_qw2alg5hzJplB0R,,,,,42.369903564453,-71.235298156738,anonymous,1,Spouse / significant other,"Main course,Dessert",Water,15,Bottled water,Duck leg braised in the wood oven with Belgian endive and carrot relish: $24,5.2,Extremely reasonable,,,,,,,,0,31.12,7
2017-03-30 13:32:45,2017-03-30 13:33:43,IP Address,,1,73.204.157.144,100,57,True,2017-03-30 13:33:43,R_2y9Iq4kCt56gNx5,,,,,25.60319519043,-80.334701538086,anonymous,6,Spouse / significant other,Main course,Water,30,,,,,Bottled water,Duck leg braised in the wood oven with Belgian endive and carrot relish: $31,Extremely reasonable,,,,,31,0,11
2017-03-30 13:34:46,2017-03-30 13:36:27,IP Address,,1,157.51.28.55,100,101,True,2017-03-30 13:36:28,R_57GqJReUaerLkkN,,,,,13.083297729492,80.283294677734,anonymous,14,"Friends,Colleagues,Family",Appetizer,"Water,Non-alcoholic beverages",24,,,,,One of our 20 draft craft beers,"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $33",Somewhat reasonable,,,,,42,0,96
2017-03-30 13:19:40,2017-03-30 13:37:39,IP Address,,1,171.49.218.251,100,1079,True,2017-03-30 13:37:39,R_2v0J460kGa5t4rd,,,,,13.083297729492,80.283294677734,anonymous,10,"Friends,Family,I eat alone",Main course,"Wine,Cocktails / mixed drinks",12,Red or white wine (from the wine list),Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $16,1,Neither reasonable nor unreasonable,,,,,,,,0,30.16,99
2017-03-30 13:36:48,2017-03-30 13:38:00,IP Address,,1,107.77.229.186,100,72,True,2017-03-30 13:38:01,R_2TFO9B0rY0lXMyx,,,,,34.076400756836,-118.26260375977,anonymous,2,Friends,"Appetizer,Main course","Water,Beer or cider,Cocktails / mixed drinks",40,,,,,One of our 20 draft craft beers,"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $33",Somewhat reasonable,,,,,42,0,4
2017-03-30 13:36:25,2017-03-30 13:38:09,IP Address,,1,70.113.9.187,100,104,True,2017-03-30 13:38:09,R_1NzdkPBPAaM9t7g,,,,,30.491500854492,-97.754402160645,anonymous,4,Family,Main course,Non-alcoholic beverages,10,Bottled water,"Pizza with nettles, red onions, and ricotta: $18",3,Somewhat unreasonable,,,,,,,,0,22.44,2
2017-03-30 13:36:49,2017-03-30 13:38:26,IP Address,X,2,27.62.110.92,100,96,True,2017-03-30 13:38:27,R_etvIIQmoalzmtqN,,,,,10.804992675781,78.685607910156,anonymous,5,"Friends,Spouse / significant other,Colleagues,Family",Appetizer,"Water,Non-alcoholic beverages,Wine,Beer or cider",5,,,,,Signature cocktail,Duck leg braised in the wood oven with Belgian endive and carrot relish: $31,Somewhat reasonable,,,,,45,0,57
2017-03-30 13:39:05,2017-03-30 13:40:01,IP Address,X,2,27.62.110.92,100,55,True,2017-03-30 13:40:02,R_SPl1rIdIC90SXnz,,,,,10.804992675781,78.685607910156,anonymous,15,"Friends,Spouse / significant other,Colleagues,Family","Appetizer,Main course,Dessert","Water,Non-alcoholic beverages,Wine,Beer or cider,Cocktails / mixed drinks",10,Red or white wine (from the wine list),"Pizza with nettles, red onions, and ricotta: $18",1,Extremely reasonable,,,,,,,,0,32.32,94
2017-03-30 13:40:03,2017-03-30 13:40:42,IP Address,,1,199.227.131.146,100,38,True,2017-03-30 13:40:42,R_9mm6GQSvTRUeplD,,,,,29.832702636719,-95.662696838379,anonymous,4,"Spouse / significant other,Family","Appetizer,Main course,Dessert","Non-alcoholic beverages,Wine",20,,,,,Bottled water,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $21,Somewhat reasonable,,,,,21,0,10
2017-03-30 13:41:12,2017-03-30 13:42:05,IP Address,,1,75.140.206.180,100,53,True,2017-03-30 13:42:05,R_1jfUiq5r91VBAc1,,,,,36.704406738281,-76.609703063965,anonymous,1,Family,Main course,"Water,Non-alcoholic beverages",12.5,Bottled water,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $20",10,Somewhat reasonable,,,,,,,,0,31.6,71
2017-03-30 13:42:40,2017-03-30 13:43:40,IP Address,,1,75.172.118.120,100,60,True,2017-03-30 13:43:40,R_Y9b8UPv1Yz5JYCB,,,,,47.610198974609,-122.30429840088,anonymous,6,Family,Main course,"Water,Non-alcoholic beverages",20,,,,,Bottled water,"Pizza with nettles, red onions, and ricotta: $23",Neither reasonable nor unreasonable,,,,,23,0,69
2017-03-30 13:42:35,2017-03-30 13:44:16,IP Address,,1,144.35.51.167,100,100,True,2017-03-30 13:44:16,R_2OI6HJtWg5yGWf9,,,,,40.658294677734,-111.92310333252,anonymous,5,"Friends,Spouse / significant other,Family",Main course,Water,10,Bottled water,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $20",5,Neither reasonable nor unreasonable,,,,,,,,0,26.6,91
2017-03-30 13:39:59,2017-03-30 13:46:00,IP Address,,1,117.254.125.135,100,361,True,2017-03-30 13:46:01,R_3RpWoq8cKfA9myr,,,,,11.649993896484,78.166687011719,anonymous,30,I eat alone,Main course,Beer or cider,5,,,,,One of our 20 draft craft beers,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $26",Extremely reasonable,,,,,35,0,73
2017-03-30 13:44:40,2017-03-30 13:46:23,IP Address,,1,169.149.38.172,100,102,True,2017-03-30 13:46:24,R_3fI9YPpAls0J2WB,,,,,32.733306884766,74.86669921875,anonymous,1,Friends,Main course,Water,5,Bottled water,"Pizza with nettles, red onions, and ricotta: $18",19.26,Somewhat reasonable,,,,,,,,0,38.7,2
2017-03-30 13:45:22,2017-03-30 13:47:37,IP Address,,1,68.202.25.116,100,135,True,2017-03-30 13:47:37,R_ZFbMJE5d0EzJawx,,,,,28.016998291016,-80.673599243164,anonymous,7,"Spouse / significant other,Family","Appetizer,Main course","Non-alcoholic beverages,Cocktails / mixed drinks",35,Signature cocktail,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $20",8,Extremely reasonable,,,,,,,,0,42.56,61
2017-03-30 13:46:30,2017-03-30 13:48:09,IP Address,,1,112.210.156.218,100,98,True,2017-03-30 13:48:09,R_3suaYSurd8WpJW8,,,,,14.648803710938,121.05090332031,anonymous,10,"Friends,Spouse / significant other,Colleagues,Family,I eat alone","Appetizer,Main course,Dessert","Water,Non-alcoholic beverages,Wine,Beer or cider",5,,,,,One of our 5 national brand beers,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $26",Extremely reasonable,,,,,33,0,2
2017-03-30 13:49:38,2017-03-30 13:51:18,IP Address,,1,73.36.133.61,100,99,True,2017-03-30 13:51:18,R_1oo3w8SIZTQ7z3l,,,,,41.191604614258,-87.855499267578,anonymous,16,"Friends,Spouse / significant other,Family","Appetizer,Main course","Water,Non-alcoholic beverages",30,Red or white wine (from the wine list),Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $16,5,Extremely reasonable,,,,,,,,0,34.16,44
2017-03-30 13:49:51,2017-03-30 13:51:20,IP Address,,1,59.89.240.83,100,88,True,2017-03-30 13:51:21,R_sXXXYn8F89hStO1,,,,,10.992492675781,76.961395263672,anonymous,26,"Friends,Family",Main course,"Water,Cocktails / mixed drinks",10,,,,,One of our 20 draft craft beers,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $21,Somewhat reasonable,,,,,30,0,94
2017-03-30 13:50:59,2017-03-30 13:52:16,IP Address,,1,107.192.41.205,100,76,True,2017-03-30 13:52:16,R_1MXucQEyxkLylDj,,,,,42.97770690918,-85.710998535156,anonymous,7,"Friends,Colleagues,Family,I eat alone","Appetizer,Main course","Water,Non-alcoholic beverages,Beer or cider,Cocktails / mixed drinks",15,,,,,Bottled water,"Pizza with nettles, red onions, and ricotta: $23",Somewhat unreasonable,,,,,23,0,66
2017-03-30 13:53:36,2017-03-30 13:54:55,IP Address,,1,99.253.150.239,100,78,True,2017-03-30 13:54:55,R_ZIRNIXrV5YaA6Ln,,,,,43.447006225586,-80.472503662109,anonymous,3,Friends,"Appetizer,Main course","Water,Non-alcoholic beverages",50,Bottled water,"Pizza with nettles, red onions, and ricotta: $18",3,Somewhat reasonable,,,,,,,,0,22.44,68
2017-03-30 13:54:19,2017-03-30 13:55:45,IP Address,,1,76.106.222.118,100,85,True,2017-03-30 13:55:45,R_1BTr5EzC8OZzkLD,,,,,30.068893432617,-81.562103271484,anonymous,10,Family,"Appetizer,Main course","Water,Non-alcoholic beverages",65,,,,,Bottled water,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $21,Somewhat reasonable,,,,,21,0,40
2017-03-30 13:58:25,2017-03-30 13:59:43,IP Address,,1,198.24.228.2,100,78,True,2017-03-30 13:59:44,R_6scib3wWhvDXZyF,,,,,34.154006958008,-118.49819946289,anonymous,5,"Friends,Family",Main course,"Water,Wine",40,Red or white wine (from the wine list),"Pizza with nettles, red onions, and ricotta: $18",5,Somewhat unreasonable,,,,,,,,0,36.32,10
2017-03-30 13:58:16,2017-03-30 13:59:56,IP Address,X,2,103.6.159.129,100,99,True,2017-03-30 13:59:56,R_3lX3RGHL61Oh0ts,,,,,12.983306884766,77.583312988281,anonymous,4,"Friends,Colleagues,I eat alone","Appetizer,Main course","Water,Non-alcoholic beverages,Cocktails / mixed drinks",200,Signature cocktail,"Pizza with nettles, red onions, and ricotta: $18",3,Somewhat reasonable,,,,,,,,0,35.4,82
